frame.time_epoch,ip.src,ip.dst,protocol,src_port,dst_port,frame.len
1518611412.805816,,,OTHER,,,90
1518611412.901557,172.31.64.111,169.254.169.254,TCP,49453.0,80.0,161
1518611412.902078,169.254.169.254,172.31.64.111,TCP,80.0,49453.0,547
1518611413.040155,172.31.64.111,169.254.169.254,TCP,49453.0,80.0,54
1518611413.085761,,,OTHER,49364.0,5355.0,95
1518611413.085839,172.31.64.111,224.0.0.252,UDP,49364.0,5355.0,75
1518611413.727765,,,OTHER,546.0,547.0,157
1518611415.493297,172.31.64.111,239.255.255.250,UDP,49274.0,1900.0,179
1518611416.433263,188.223.74.157,172.31.64.111,TCP,4343.0,23.0,58
1518611416.755891,172.31.64.111,169.254.169.254,TCP,49457.0,80.0,66
1518611416.75616,169.254.169.254,172.31.64.111,TCP,80.0,49457.0,66
1518611416.756213,172.31.64.111,169.254.169.254,TCP,49457.0,80.0,54
1518611416.756398,172.31.64.111,169.254.169.254,TCP,49457.0,80.0,202
1518611416.756599,169.254.169.254,172.31.64.111,TCP,80.0,49457.0,54
1518611416.756828,169.254.169.254,172.31.64.111,TCP,80.0,49457.0,297
1518611416.756855,169.254.169.254,172.31.64.111,TCP,80.0,49457.0,54
1518611416.756875,172.31.64.111,169.254.169.254,TCP,49457.0,80.0,54
1518611416.75697,172.31.64.111,169.254.169.254,TCP,49457.0,80.0,54
1518611416.757156,169.254.169.254,172.31.64.111,TCP,80.0,49457.0,54
1518611416.759218,172.31.64.111,169.254.169.254,TCP,49458.0,80.0,66
1518611416.759418,169.254.169.254,172.31.64.111,TCP,80.0,49458.0,66
1518611416.759458,172.31.64.111,169.254.169.254,TCP,49458.0,80.0,54
1518611416.759681,172.31.64.111,169.254.169.254,TCP,49458.0,80.0,215
1518611416.759892,169.254.169.254,172.31.64.111,TCP,80.0,49458.0,54
1518611416.760011,169.254.169.254,172.31.64.111,TCP,80.0,49458.0,542
1518611416.760036,169.254.169.254,172.31.64.111,TCP,80.0,49458.0,54
1518611416.760053,172.31.64.111,169.254.169.254,TCP,49458.0,80.0,54
1518611416.760132,172.31.64.111,169.254.169.254,TCP,49458.0,80.0,54
1518611416.7603,169.254.169.254,172.31.64.111,TCP,80.0,49458.0,54
1518611416.769363,172.31.64.111,169.254.169.254,TCP,49459.0,80.0,66
1518611416.769633,169.254.169.254,172.31.64.111,TCP,80.0,49459.0,66
1518611416.769679,172.31.64.111,169.254.169.254,TCP,49459.0,80.0,54
1518611416.772396,172.31.64.111,169.254.169.254,TCP,49459.0,80.0,215
1518611416.772616,169.254.169.254,172.31.64.111,TCP,80.0,49459.0,54
1518611416.772801,169.254.169.254,172.31.64.111,TCP,80.0,49459.0,542
1518611416.772802,169.254.169.254,172.31.64.111,TCP,80.0,49459.0,54
1518611416.772839,172.31.64.111,169.254.169.254,TCP,49459.0,80.0,54
1518611416.773292,172.31.64.111,169.254.169.254,TCP,49459.0,80.0,54
1518611416.773496,169.254.169.254,172.31.64.111,TCP,80.0,49459.0,54
1518611416.777202,172.31.64.111,172.31.0.2,UDP,63019.0,53.0,93
1518611416.781547,172.31.0.2,172.31.64.111,UDP,53.0,63019.0,203
1518611416.793249,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,66
1518611416.817758,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,66
1518611416.817836,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,54
1518611416.825288,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,260
1518611416.86373,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,1514
1518611416.863769,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,1514
1518611416.86377,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,901
1518611416.863794,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,54
1518611416.865325,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,236
1518611416.890724,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,161
1518611416.914935,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,875
1518611416.977111,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,827
1518611416.998524,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,54
1518611417.225167,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,395
1518611417.240157,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,875
1518611417.256032,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,1163
1518611417.277284,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,54
1518611417.321212,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,395
1518611417.326551,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,875
1518611417.330917,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,4155
1518611417.352183,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,54
1518611417.430103,65.55.44.109,172.31.64.111,TCP,443.0,49460.0,395
1518611417.540026,172.31.64.111,65.55.44.109,TCP,49460.0,443.0,54
1518611417.646398,172.31.64.111,172.31.0.2,UDP,52052.0,53.0,84
1518611417.681858,172.31.0.2,172.31.64.111,UDP,53.0,52052.0,197
1518611417.79166,172.31.64.111,23.219.88.169,TCP,49461.0,80.0,66
1518611417.823929,23.219.88.169,172.31.64.111,TCP,80.0,49461.0,66
1518611417.823988,172.31.64.111,23.219.88.169,TCP,49461.0,80.0,54
1518611417.826568,172.31.64.111,23.219.88.169,TCP,49461.0,80.0,347
1518611417.858838,23.219.88.169,172.31.64.111,TCP,80.0,49461.0,54
1518611417.859234,23.219.88.169,172.31.64.111,TCP,80.0,49461.0,438
1518611417.870677,172.31.64.111,172.31.0.2,UDP,52646.0,53.0,81
1518611417.871282,172.31.64.111,172.31.0.2,UDP,50211.0,53.0,78
1518611417.871607,172.31.0.2,172.31.64.111,UDP,53.0,50211.0,110
1518611417.873125,172.31.64.111,172.31.0.2,UDP,55689.0,53.0,78
1518611417.874261,172.31.0.2,172.31.64.111,UDP,53.0,55689.0,139
1518611418.04002,172.31.64.111,23.219.88.169,TCP,49461.0,80.0,54
1518611418.21968,169.254.169.254,172.31.64.111,TCP,80.0,49453.0,54
1518611418.219738,172.31.64.111,169.254.169.254,TCP,49453.0,80.0,54
1518611418.442534,172.31.0.2,172.31.64.111,UDP,53.0,52646.0,97
1518611418.545029,172.31.64.111,172.31.0.2,UDP,57743.0,53.0,81
1518611418.545395,172.31.64.111,239.255.255.250,UDP,49274.0,1900.0,179
1518611418.545746,172.31.0.2,172.31.64.111,UDP,53.0,57743.0,97
1518611418.546668,172.31.64.111,84.22.167.61,TCP,49462.0,443.0,66
1518611418.641911,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,66
1518611418.641974,172.31.64.111,84.22.167.61,TCP,49462.0,443.0,54
1518611418.670806,172.31.64.111,172.31.0.2,UDP,61877.0,53.0,81
1518611418.774728,172.31.64.111,84.22.167.61,TCP,49462.0,443.0,252
1518611418.864125,172.31.0.2,172.31.64.111,UDP,53.0,61877.0,139
1518611418.86984,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,54
1518611418.870945,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,1434
1518611418.870947,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,1434
1518611418.870974,172.31.64.111,84.22.167.61,TCP,49462.0,443.0,54
1518611418.870996,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,1390
1518611418.872443,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,1434
1518611418.872444,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,439
1518611418.872458,172.31.64.111,84.22.167.61,TCP,49462.0,443.0,54
1518611418.91496,172.31.64.111,84.22.167.61,TCP,49462.0,443.0,180
1518611419.010526,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,328
1518611419.226235,172.31.64.111,84.22.167.61,TCP,49462.0,443.0,54
1518611419.319343,84.22.167.61,172.31.64.111,TCP,443.0,49462.0,328
1518611419.31938,172.31.64.111,84.22.167.61,TCP,49462.0,443.0,66
1518611419.394391,172.31.64.111,172.31.0.2,UDP,64197.0,53.0,85
1518611419.396315,172.31.0.2,172.31.64.111,UDP,53.0,64197.0,141
1518611419.414673,172.31.64.111,172.31.0.2,UDP,56294.0,53.0,89
1518611419.415208,172.31.0.2,172.31.64.111,UDP,53.0,56294.0,105
1518611419.415478,172.31.64.111,172.31.0.2,UDP,50845.0,53.0,89
1518611419.415686,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,66
1518611419.415899,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,66
1518611419.416326,172.31.0.2,172.31.64.111,UDP,53.0,50845.0,174
1518611419.425775,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,66
1518611419.425828,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.425924,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,66
1518611419.425948,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,54
1518611419.426111,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,256
1518611419.426236,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,256
1518611419.436206,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,54
1518611419.436269,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,54
1518611419.440771,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.440772,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.440807,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.44083,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,580
1518611419.443022,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,1514
1518611419.443023,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,1514
1518611419.443043,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,54
1518611419.443063,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,580
1518611419.457333,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,180
1518611419.467944,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,312
1518611419.468018,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,123
1518611419.468035,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.476648,,,OTHER,,,56
1518611419.476665,,,OTHER,,,42
1518611419.477096,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,180
1518611419.482043,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,231
1518611419.48256,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,248
1518611419.482941,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,92
1518611419.487746,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,312
1518611419.487824,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,123
1518611419.487839,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,54
1518611419.488085,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,85
1518611419.488108,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,54
1518611419.492283,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,92
1518611419.492692,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,92
1518611419.49272,172.31.64.111,13.33.140.103,TCP,49464.0,443.0,54
1518611419.499222,13.33.140.103,172.31.64.111,TCP,443.0,49464.0,54
1518611419.514481,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,304
1518611419.51466,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,191
1518611419.52144,172.31.64.111,172.31.0.2,UDP,63738.0,53.0,77
1518611419.52251,172.31.0.2,172.31.64.111,UDP,53.0,63738.0,93
1518611419.524615,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,54
1518611419.525784,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525804,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525817,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.525836,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525847,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525854,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.525885,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525906,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525915,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.525928,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525982,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525984,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.525995,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.526719,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.526736,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.526757,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.526758,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,407
1518611419.526769,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.527426,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.527442,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.527452,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.52748,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.528366,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.528382,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.528404,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.528405,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.528415,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.529281,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.529298,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.529307,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.529325,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.530178,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.530197,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.530217,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.530218,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.530228,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.531116,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.535904,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.535932,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.535958,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.535959,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.535971,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.536701,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.536716,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.536727,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.536744,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.536792,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.536803,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.537483,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.537501,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.537511,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.537532,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.537598,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.537609,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.538188,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.538205,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.538215,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.538234,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.538235,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.538244,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.538278,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.538988,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.539004,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.539024,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.539304,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.539318,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.539338,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.539339,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.539348,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.539377,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.539403,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.539404,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.539412,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.540249,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.540266,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.540284,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.540303,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.54031,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.540328,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.540379,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.540389,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.540403,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.541056,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.54107,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.541088,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.541089,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.541098,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.541112,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.541139,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.54114,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.541149,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.541851,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.541866,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.541887,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.541887,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.541897,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.541913,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.546028,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.546048,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.546085,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.546086,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.546087,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.546099,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.546117,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.546118,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1350
1518611419.546127,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.547704,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.547705,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.547706,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.547726,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.547747,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,1514
1518611419.547748,13.33.140.103,172.31.64.111,TCP,443.0,49463.0,564
1518611419.547757,172.31.64.111,13.33.140.103,TCP,49463.0,443.0,54
1518611419.55253,172.31.64.111,172.31.0.2,UDP,56003.0,53.0,77
1518611419.552749,172.31.64.111,178.255.83.1,TCP,49465.0,80.0,66
1518611419.552979,172.31.0.2,172.31.64.111,UDP,53.0,56003.0,93
1518611419.56713,172.31.64.111,172.31.0.2,UDP,63602.0,53.0,77
1518611419.568441,172.31.0.2,172.31.64.111,UDP,53.0,63602.0,105
1518611419.576346,178.255.83.1,172.31.64.111,TCP,80.0,49465.0,66
1518611419.576412,172.31.64.111,178.255.83.1,TCP,49465.0,80.0,54
1518611419.576801,172.31.64.111,178.255.83.1,TCP,49465.0,80.0,490
1518611419.60047,178.255.83.1,172.31.64.111,TCP,80.0,49465.0,54
1518611419.601014,178.255.83.1,172.31.64.111,TCP,80.0,49465.0,913
1518611419.601043,178.255.83.1,172.31.64.111,TCP,80.0,49465.0,54
1518611419.601064,172.31.64.111,178.255.83.1,TCP,49465.0,80.0,54
1518611419.601294,172.31.64.111,178.255.83.1,TCP,49465.0,80.0,54
1518611419.624885,178.255.83.1,172.31.64.111,TCP,80.0,49465.0,54
1518611420.05408,172.31.64.111,172.31.0.2,UDP,52896.0,53.0,86
1518611420.055652,172.31.0.2,172.31.64.111,UDP,53.0,52896.0,240
1518611420.056624,172.31.64.111,172.31.0.2,UDP,55326.0,53.0,92
1518611420.056969,172.31.64.111,54.213.128.137,TCP,49468.0,443.0,66
1518611420.05699,172.31.0.2,172.31.64.111,UDP,53.0,55326.0,220
1518611420.057347,172.31.64.111,172.31.0.2,UDP,58009.0,53.0,92
1518611420.058417,172.31.0.2,172.31.64.111,UDP,53.0,58009.0,174
1518611420.12512,54.213.128.137,172.31.64.111,TCP,443.0,49468.0,58
1518611420.12518,172.31.64.111,54.213.128.137,TCP,49468.0,443.0,54
1518611420.125396,172.31.64.111,54.213.128.137,TCP,49468.0,443.0,257
1518611420.193577,54.213.128.137,172.31.64.111,TCP,443.0,49468.0,54
1518611420.201536,54.213.128.137,172.31.64.111,TCP,443.0,49468.0,1514
1518611420.201537,54.213.128.137,172.31.64.111,TCP,443.0,49468.0,1514
1518611420.201576,172.31.64.111,54.213.128.137,TCP,49468.0,443.0,54
1518611420.201607,54.213.128.137,172.31.64.111,TCP,443.0,49468.0,148
1518611420.206193,172.31.64.111,54.213.128.137,TCP,49468.0,443.0,180
1518611420.208821,172.31.64.111,172.31.0.2,UDP,49962.0,53.0,77
1518611420.211114,172.31.0.2,172.31.64.111,UDP,53.0,49962.0,125
1518611420.227329,172.31.64.111,172.31.0.2,UDP,59376.0,53.0,78
1518611420.227722,172.31.64.111,72.21.91.29,TCP,49469.0,80.0,66
1518611420.22791,172.31.0.2,172.31.64.111,UDP,53.0,59376.0,94
1518611420.238985,72.21.91.29,172.31.64.111,TCP,80.0,49469.0,66
1518611420.239047,172.31.64.111,72.21.91.29,TCP,49469.0,80.0,54
1518611420.239362,172.31.64.111,72.21.91.29,TCP,49469.0,80.0,490
1518611420.242335,172.31.64.111,172.31.0.2,UDP,55859.0,53.0,78
1518611420.243359,172.31.0.2,172.31.64.111,UDP,53.0,55859.0,146
1518611420.250621,72.21.91.29,172.31.64.111,TCP,80.0,49469.0,54
1518611420.251083,72.21.91.29,172.31.64.111,TCP,80.0,49469.0,842
1518611420.252515,172.31.64.111,54.213.128.137,TCP,49468.0,443.0,589
1518611420.274903,54.213.128.137,172.31.64.111,TCP,443.0,49468.0,105
1518611420.325271,54.213.128.137,172.31.64.111,TCP,443.0,49468.0,264
1518611420.325318,172.31.64.111,54.213.128.137,TCP,49468.0,443.0,54
1518611420.336852,172.31.64.111,72.21.91.29,TCP,49469.0,80.0,54
1518611420.78281,172.31.64.111,172.31.0.2,UDP,62577.0,53.0,80
1518611420.783804,172.31.64.111,172.31.0.2,UDP,61713.0,53.0,83
