Timestamp,flow_count,Flow Duration_mean,Flow Duration_std,Tot Fwd Pkts_sum,Tot Bwd Pkts_sum,TotLen Fwd Pkts_sum,TotLen Bwd Pkts_sum,Flow Byts/s_mean,Flow Pkts/s_mean,Flow IAT Mean_mean,SYN Flag Cnt_sum,ACK Flag Cnt_sum,RST Flag Cnt_sum,FIN Flag Cnt_sum,PSH Flag Cnt_sum,URG Flag Cnt_sum,unique_dst_ports,dominant_label,attack_ratio,attack_present
2018-02-14 01:11:00,689,9016696.576197388,23065703.598603,3338,4603,277494,3864690,419556.22542203293,59604.67567154472,3884396.254716405,32,239,79,6,314,61,154,Benign,0.0,0
2018-02-14 01:12:00,818,11675953.435207823,28936413.05999854,3677,2808,272961,818369,355142.40849217493,45564.25590423712,3901758.464106094,58,250,66,5,303,36,135,Benign,0.0,0
2018-02-14 01:13:00,856,16558545.503504673,34913062.304712065,6805,8775,446312,7486314,62489.44621423028,4047.6879185340654,3054285.5914043738,14,119,75,0,425,21,58,Benign,0.0,0
2018-02-14 01:14:00,879,17151755.922639363,35551894.47254045,5102,5065,414120,2326394,273498.62682922103,16453.001511309114,3338055.021231994,15,141,75,0,393,27,71,Benign,0.0,0
2018-02-14 01:15:00,730,14806806.153424658,32517681.113071978,3764,3389,311207,1574927,292465.8396657143,33125.55597580925,4372989.728516736,17,207,93,2,325,50,124,Benign,0.0,0
2018-02-14 01:16:00,602,13761631.171096345,31010346.25252569,3007,2354,247104,539570,248357.41475009927,34112.674108386294,4606190.163128025,29,198,60,0,298,54,115,Benign,0.0,0
2018-02-14 01:17:00,431,10571600.75638051,24777179.202237867,2101,1492,188215,264979,219253.89486806182,37094.656702544016,5878333.253878045,17,155,59,2,244,37,91,Benign,0.0,0
2018-02-14 01:18:00,1570,17920133.49044586,37995226.869978435,11285,16459,643712,15253667,138895.3829223563,16490.848384260236,2218832.9127356918,31,239,66,7,623,28,121,Benign,0.0,0
2018-02-14 01:19:00,1678,15906618.305125149,36179500.310948506,9801,10410,657794,5980637,214795.68831859413,19393.54427719512,1974644.5061166985,43,306,53,13,638,48,153,Benign,0.0,0
2018-02-14 01:20:00,826,8086638.613801452,22455166.53970316,3303,2423,268657,408324,153448.35312242832,24441.493500273216,3642145.5238898452,20,353,67,2,393,73,149,Benign,0.0,0
2018-02-14 01:21:00,982,7793508.735234216,23149670.19385244,3926,2816,298283,535359,663406.3680635045,85749.04717477979,2960983.7755810004,125,502,56,11,381,72,210,Benign,0.0,0
2018-02-14 01:22:00,1190,6838405.354621849,22296678.025390606,4881,3827,364382,842987,304200.2730983289,27583.708961674427,2094404.5036888532,66,388,81,4,547,19,120,Benign,0.0,0
2018-02-14 01:23:00,951,15926494.968454259,34851053.16467915,5778,6374,483962,3731374,212427.75199901336,14967.009638771313,3359687.7277554674,14,167,60,2,462,25,108,Benign,0.0,0
2018-02-14 01:24:00,551,10923000.072595282,26791580.311517585,3124,2626,268629,977026,32727.799618227364,11399.091215649183,4388331.690180129,13,151,92,1,309,33,100,Benign,0.0,0
2018-02-14 01:25:00,460,12855029.808695652,28751681.83422822,2475,2007,228633,432800,383456.55970223603,28868.462314240554,5324444.45739085,13,154,84,4,249,17,76,Benign,0.0,0
2018-02-14 01:26:00,1034,13588345.498065764,32130419.11529276,6760,7360,436071,5627678,235846.0662203327,24356.452572105674,3041277.321572725,39,228,50,3,413,22,136,Benign,0.0,0
2018-02-14 01:27:00,2121,15022481.34040547,35431741.864561014,13020,17712,736733,15046131,305538.22963213566,14528.049513366608,1495622.3482568122,40,292,37,6,669,50,154,Benign,0.0,0
2018-02-14 01:28:00,1038,13927822.187861271,33660792.36372525,6240,11974,369597,12650439,387287.2022428451,35247.16882709327,2645953.084787049,34,282,48,0,403,60,150,Benign,0.0,0
2018-02-14 01:29:00,751,9959874.057256991,25931320.662409183,3130,2284,272371,495953,283167.98750819784,61120.37451429261,4073664.245867011,40,307,45,4,303,66,163,Benign,0.0,0
2018-02-14 01:30:00,1405,12136457.493950179,31149900.98472169,9851,14964,555141,15235952,400534.96308301616,59020.93227154751,2103872.0073752585,117,455,72,16,497,71,205,Benign,0.0,0
2018-02-14 01:31:00,1033,13791790.276863504,33012437.194337383,5524,5932,413977,3270587,95357.78281742595,16934.62416006408,3160138.692701745,33,221,100,1,439,47,133,Benign,0.0,0
2018-02-14 01:32:00,1220,14060477.049180327,33426490.359041676,9232,12918,892647,12952545,94999.61116976697,12428.47936199706,2944440.835788285,45,220,78,3,431,38,129,Benign,0.0,0
2018-02-14 01:33:00,1055,15412322.421800949,34737022.88341701,10121,13482,494292,13635583,257805.09945349445,29907.364244614466,2603897.8826993587,48,266,59,9,446,55,150,Benign,0.0,0
2018-02-14 01:34:00,564,10716712.558510639,25230734.4488319,2810,2045,269577,382973,262877.6782146301,55763.03286687314,4682776.893375597,58,228,80,3,275,43,128,Benign,0.0,0
2018-02-14 01:35:00,1343,13746534.462397616,33164923.917680692,10958,15026,547439,14458288,167268.7388187097,30962.780113115972,2284991.689696029,64,327,109,9,516,31,146,Benign,0.0,0
2018-02-14 01:36:00,1447,14952204.628887353,35970517.05682008,7979,9665,507028,6088745,168768.80790477872,12891.670745009462,1939070.0264080921,48,284,51,5,539,37,122,Benign,0.0,0
2018-02-14 01:37:00,1213,13074930.53915911,33166348.35079872,9300,12338,405102,12239114,224061.26934527236,14696.919889151912,2614319.9847151907,34,402,53,7,514,36,134,Benign,0.0,0
2018-02-14 01:38:00,972,10304059.962962963,28342882.666327816,4307,3774,353971,1018698,159513.25930760265,34078.003241854676,2623036.0875277966,31,299,97,5,371,53,149,Benign,0.0,0
2018-02-14 01:39:00,901,10562140.092119867,27847926.628031626,6716,8580,362352,8292407,430246.3792786837,51062.307198950395,2612668.346503406,70,296,82,13,342,41,138,Benign,0.0,0
2018-02-14 01:40:00,1083,11375356.170821792,28351194.38619926,5500,5388,461357,2570014,374110.4640210808,32255.99514734095,2698032.44270965,52,263,106,5,462,37,111,Benign,0.0,0
2018-02-14 01:41:00,1530,12882897.29607843,30403170.67701496,13770,20119,717798,21287544,313916.40557983075,23811.268059081936,1740432.8890297876,50,297,101,8,556,46,157,Benign,0.0,0
2018-02-14 01:42:00,451,8046526.376940133,19131441.437962003,2435,1753,238541,330655,236626.75719418225,14703.36373752311,4596989.254142918,3,114,105,0,274,27,74,Benign,0.0,0
2018-02-14 01:43:00,705,15907501.119148936,34698256.58827765,6715,9313,335934,10107020,167766.76569996658,14860.034902239226,4123597.343744777,14,197,51,0,291,33,125,Benign,0.0,0
2018-02-14 01:44:00,477,11308770.083857443,26755863.25326327,2309,1780,225189,380865,280893.1437439233,39311.2701667058,4693648.839979147,20,145,52,2,256,31,97,Benign,0.0,0
2018-02-14 01:45:00,1195,17746515.09790795,37918634.657663964,11689,17520,461844,19170833,332801.3750630537,19650.364766857685,2538999.4911501347,39,231,56,12,456,38,135,Benign,0.0,0
2018-02-14 01:46:00,813,15662722.344403444,34391031.03595246,3787,3255,314896,961149,140240.8028423182,21198.999334441112,4273056.940180262,26,174,59,8,306,46,98,Benign,0.0,0
2018-02-14 01:47:00,418,10493788.54784689,25023850.79810709,4987,7403,205225,8905001,38392.06981749552,20309.530555914083,5014931.64857308,6,171,39,1,199,66,107,Benign,0.0,0
2018-02-14 01:48:00,1233,15749691.606650446,36326532.22084382,6391,6423,483175,3227171,446949.72519434313,61971.63393612648,2249448.7330698776,90,324,56,11,443,51,180,Benign,0.0,0
2018-02-14 01:49:00,1313,17310605.24219345,37537346.53182892,11574,18118,526208,19119183,399223.2564848194,29954.04689053829,2291590.341983642,66,260,71,9,522,39,133,Benign,0.0,0
2018-02-14 01:50:00,1204,17273503.129568107,38057747.98132011,7701,8506,508134,5619783,188422.7575257966,14689.82638704144,2187026.9611970442,52,305,32,4,440,52,140,Benign,0.0,0
2018-02-14 01:51:00,756,8546609.60978836,24546687.0286588,5944,7856,238192,8773342,238316.04147360855,42616.35795637175,3397209.3097186848,43,341,35,1,294,89,183,Benign,0.0,0
2018-02-14 01:52:00,2207,14846373.786135025,35447621.890619025,11911,13883,887239,8814380,223434.24353753272,23313.362089922124,1510825.821780259,66,540,54,9,736,99,217,Benign,0.0,0
2018-02-14 01:53:00,954,7142989.206498952,22487625.679500572,6668,8691,311109,8923638,132452.41946111442,19659.479483135583,2132237.1270280895,23,324,47,1,405,63,122,Benign,0.0,0
2018-02-14 01:54:00,2039,16457522.618440412,36702574.680194266,10016,11311,653147,6454052,209193.36279571845,24671.142939215275,1829637.6063340697,69,429,26,7,610,128,246,Benign,0.0,0
2018-02-14 01:55:00,1069,15192427.49579046,35565524.0692208,8287,10596,402919,10390186,223799.63973012473,36023.521662460866,2457802.1696516927,58,301,27,5,359,68,150,Benign,0.0,0
2018-02-14 01:56:00,726,12636262.91046832,30340658.02072875,3570,3400,315316,1216726,388314.2472822194,57775.7885659473,3135374.4313760605,32,274,45,10,283,107,174,Benign,0.0,0
2018-02-14 01:57:00,1819,11025474.32655305,30007599.098078836,8323,8946,588316,4954987,459553.5846951742,50330.548616286826,1740526.9430076303,127,443,25,17,548,81,245,Benign,0.0,0
2018-02-14 01:58:00,788,9607477.709390864,27079039.912407115,3494,2827,324124,543547,535734.4835607251,45421.45970214856,2543876.897435452,55,254,55,5,312,54,136,Benign,0.0,0
2018-02-14 01:59:00,1499,13492335.35957305,33283678.15463916,8502,8937,638559,5642383,276762.38494775526,25101.226017713576,1741931.706263985,59,281,46,8,540,46,161,Benign,0.0,0
2018-02-14 02:00:00,810,12315761.743209876,30864589.576176055,3287,2826,290982,704695,222152.3426078928,29400.584186322365,3249723.967884786,32,239,25,5,275,54,110,Benign,0.0,0
2018-02-14 02:01:00,906,7421244.676600441,24028504.994672433,6653,6250,552589,1421794,35855.091657421886,112440.1633676191,2153307.5583566334,17,355,40,10,412,223,132,Benign,0.3973509933774834,1
2018-02-14 02:02:00,2900,3321039.3679310344,16633778.082124228,28419,27187,2309555,5116364,32168.107071977185,123156.66784446371,743577.0736189974,84,1294,43,7,1331,1061,149,SSH-Bruteforce,0.7082758620689655,1
2018-02-14 02:03:00,4157,8477560.306230454,27647633.505703457,40240,43522,2859227,20947030,82680.7318816967,88006.52612125895,758541.9771049296,57,1344,83,4,1764,1079,151,Benign,0.49963916285783017,1
2018-02-14 02:04:00,2953,3795680.531662716,17810793.757229537,28324,27330,2345240,4869729,147453.70559980464,119551.97975620083,697436.0367077191,32,1254,37,4,1320,1084,131,SSH-Bruteforce,0.6972570267524552,1
2018-02-14 02:05:00,2853,3666644.914125482,17553050.32389042,30449,31562,2333329,11693385,98562.71335977284,127748.72963399535,898780.972757603,29,1343,53,2,1304,1148,201,SSH-Bruteforce,0.7266035751840169,1
2018-02-14 02:06:00,2924,3254051.1867305064,16232460.162845863,29106,28094,2443621,6004438,169504.93675227734,130967.98537047961,748023.0090000344,77,1340,59,9,1350,1087,151,SSH-Bruteforce,0.7110123119015048,1
2018-02-14 02:07:00,3216,4476039.154539801,19786089.204353105,33137,33977,2497328,13027203,67596.36182734997,110984.26202014674,682928.1275497475,37,1321,52,8,1493,1081,135,SSH-Bruteforce,0.6430348258706468,1
2018-02-14 02:08:00,3515,5364224.974395448,21913065.735245936,32464,38733,2501524,18842623,170391.05937929777,102065.68806690678,798031.7901479015,49,1428,18,7,1574,1087,132,SSH-Bruteforce,0.5906116642958749,1
2018-02-14 02:09:00,2725,1775691.5801834862,9203878.932148358,28341,28380,2245774,7851587,54403.21595315193,129937.23720829237,664368.7540842678,32,1223,27,1,1287,1073,100,SSH-Bruteforce,0.756697247706422,1
2018-02-14 02:10:00,2588,1362722.164992272,8181876.445985782,27206,26771,2209915,5830103,216798.64517781365,142824.62003428882,693160.8385125032,39,1259,42,5,1281,1066,106,SSH-Bruteforce,0.8044822256568779,1
2018-02-14 02:11:00,2751,3980415.515812432,18408761.583357096,28058,27490,2313611,5134019,60241.5911667863,124162.63593531921,895564.4516010274,14,1169,46,1,1348,1059,81,SSH-Bruteforce,0.7600872410032715,1
2018-02-14 02:12:00,2904,4648973.966253444,20458217.816380505,29636,28970,2391147,6790286,39693.74960514582,117251.23578315889,680762.8388643536,18,1150,67,1,1410,1045,90,SSH-Bruteforce,0.7097107438016529,1
2018-02-14 02:13:00,2488,1556777.8930868166,9234098.752716962,26221,24636,2222091,3070065,125737.6287793542,138740.9150161315,740989.4600276997,19,1186,76,1,1257,1086,94,SSH-Bruteforce,0.8360128617363344,1
2018-02-14 02:14:00,2517,2883312.849026619,15055026.291161552,27227,26277,2221250,5077480,96306.69309913175,140678.09524754086,949787.2554294827,25,1194,40,3,1245,1098,109,SSH-Bruteforce,0.8271752085816448,1
2018-02-14 02:15:00,2926,4070914.596377307,18224871.666199893,29178,28083,2415441,4984161,157328.19684286113,126730.64850178699,676548.0198119965,41,1230,53,3,1405,1071,116,SSH-Bruteforce,0.7132604237867396,1
2018-02-14 02:16:00,2897,5057552.705212289,21382544.369298574,29337,28851,2404521,6133793,43300.70557858859,116991.98917721608,786793.467186307,11,1177,51,2,1384,1086,100,SSH-Bruteforce,0.7152226441146013,1
2018-02-14 02:17:00,2889,4644587.269297334,20044864.39255481,28360,27751,2294291,5205510,94372.44293226318,122881.27316573744,911071.1130641049,21,1240,37,2,1342,1071,95,SSH-Bruteforce,0.7213568708895812,1
2018-02-14 02:18:00,2722,2222622.5521675237,12332404.093499184,27274,25730,2242798,3619964,39143.70978532238,126827.83052749591,718224.6284603453,22,1256,54,0,1312,1100,144,SSH-Bruteforce,0.7597354886113152,1
2018-02-14 02:19:00,4033,8072594.943714357,27008097.91855947,37048,37902,2738840,13038621,122148.55577962067,89869.54241636604,756300.2796848534,63,1378,46,8,1703,1097,211,SSH-Bruteforce,0.513017604760724,1
2018-02-14 02:20:00,3170,3667364.2722397475,17396089.748119596,30244,30591,2490039,8462621,137220.10936020553,114473.22812440217,736700.4281179145,36,1333,100,9,1452,1093,164,SSH-Bruteforce,0.6529968454258676,1
2018-02-14 02:21:00,4143,8543732.920347575,27867647.314273346,38813,47708,2797892,26429199,106210.12761968111,90772.03776884625,735648.7590106454,95,1452,98,5,1721,1111,254,Benign,0.4984310885831523,1
2018-02-14 02:22:00,3009,3019380.4027916254,15870754.469785223,28448,26999,2321883,5000490,116575.79199075967,127727.38952505364,782408.3857339594,68,1377,43,6,1351,1088,161,SSH-Bruteforce,0.6856098371552011,1
2018-02-14 02:23:00,3141,3736175.2050302452,17541005.41445682,29571,32496,2301490,11984011,156312.14519471957,114539.13083194518,829998.686513763,52,1478,33,4,1405,1087,197,SSH-Bruteforce,0.6567971983444763,1
2018-02-14 02:24:00,2984,3310316.8381367293,16968821.927459326,28505,27152,2262008,5242074,114965.81717942098,132822.14031149595,688490.5961627971,84,1357,30,6,1320,1075,186,SSH-Bruteforce,0.6896782841823056,1
2018-02-14 02:25:00,3099,5591500.641497257,22186313.4494139,33251,37294,2520964,17429687,39945.09859085257,111344.770133617,908449.3440531432,25,1267,68,2,1418,1076,127,SSH-Bruteforce,0.6679574056147144,1
2018-02-14 02:26:00,3024,5591543.78505291,22641860.23450616,30328,30153,2413693,7996592,58013.023402278166,115993.56521145979,820898.2778205846,31,1222,34,3,1359,1078,142,SSH-Bruteforce,0.6838624338624338,1
2018-02-14 02:27:00,2736,3465079.2964181285,16893286.82494266,30676,32290,2264103,13160991,86862.92917372333,134213.6686505563,817033.55151383,44,1259,32,8,1247,1065,139,SSH-Bruteforce,0.7496345029239766,1
2018-02-14 02:28:00,2808,3232966.2834757837,16394180.37455701,27438,25794,2295317,3569400,73817.6725652507,125003.27290374883,986239.1803427235,44,1273,39,6,1282,1084,151,SSH-Bruteforce,0.7357549857549858,1
2018-02-14 02:29:00,2716,3115904.117083947,16083344.869053198,29997,30463,2256185,10327555,80881.43692093452,134980.79174831483,754021.971470885,41,1266,30,6,1266,1078,119,SSH-Bruteforce,0.7639911634756995,1
2018-02-14 02:30:00,3780,7888731.008994709,26616535.887602556,34714,34673,2740227,9974777,182255.91156983835,97744.52197183331,757898.2704929621,60,1311,22,8,1600,1089,148,SSH-Bruteforce,0.5502645502645502,1
2018-02-14 02:31:00,2903,5264351.087151223,22142475.097766235,32658,34500,2416654,14302423,49052.96839581691,120424.79064897295,1015785.9863033321,8,1222,34,1,1340,1101,114,SSH-Bruteforce,0.7175335859455736,1
2018-02-14 02:32:00,3137,4396866.218361492,19277102.079221573,30514,29952,2467630,7737702,90887.8052728954,110924.78972874544,779160.3988402169,43,1327,50,4,1371,1101,169,SSH-Bruteforce,0.6592285623206886,1
2018-02-14 02:33:00,2881,3440682.799375217,16799306.227737848,31384,32899,2305730,12645536,84802.23766556357,129508.58564004178,823304.465455107,49,1290,45,2,1318,1088,156,SSH-Bruteforce,0.7233599444637279,1
2018-02-14 02:34:00,2617,2596603.6213221247,14068544.142822709,27112,25459,2283146,3179865,43929.32975144875,137914.13064546534,855806.2127264709,29,1214,53,1,1265,1078,110,SSH-Bruteforce,0.7928926251432938,1
2018-02-14 02:35:00,2780,3688791.06618705,17865530.220263228,29097,29542,2234682,8597766,53526.506199447256,130238.04486574426,741262.6398889043,48,1209,19,5,1293,1049,96,SSH-Bruteforce,0.7384892086330935,1
2018-02-14 02:36:00,2643,3048161.356034809,15395059.388811678,27428,26184,2252998,4291843,32455.3225426663,127364.69677782305,898632.5438257947,8,1156,48,2,1271,1063,75,SSH-Bruteforce,0.7862277714718123,1
2018-02-14 02:37:00,2570,2232489.6171206227,11929953.552991487,26514,25195,2150350,3594267,31207.425745979417,128246.65664136625,756500.162565016,9,1193,19,0,1245,1046,67,SSH-Bruteforce,0.8023346303501946,1
2018-02-14 02:38:00,2920,3300301.7253424656,16796959.01428165,30853,32006,2290789,11597721,58554.096132356186,116696.01807166163,665615.9075434793,27,1271,15,3,1405,1050,82,SSH-Bruteforce,0.7095890410958904,1
2018-02-14 02:39:00,2639,1668825.2834406972,10551129.904836828,26422,24862,2192427,3282259,42095.34544625449,126057.93305109587,859605.9952350212,0,1250,24,1,1354,1044,76,SSH-Bruteforce,0.777567260325881,1
2018-02-14 02:40:00,2558,2189163.9401876465,12745564.996321395,26432,24918,2190011,3195814,128866.96714369823,134248.83786080044,728420.5140771,22,1205,12,2,1265,1077,86,SSH-Bruteforce,0.8123534010946052,1
2018-02-14 02:41:00,2370,1518495.8485232068,9332544.239610635,25626,23970,2119853,2980242,80480.01268295199,144004.73059916982,765709.843243364,23,1134,19,1,1202,1044,70,SSH-Bruteforce,0.8641350210970464,1
2018-02-14 02:42:00,2508,2644150.797049442,14503737.160806956,26708,25032,2203219,3210848,29169.044906946645,132316.13708204278,971527.0044804295,14,1122,53,0,1275,1051,70,SSH-Bruteforce,0.8241626794258373,1
2018-02-14 02:43:00,3488,7885821.089449542,26627767.178985026,37748,40903,2617796,19867634,112661.86258201099,98913.37997603699,707914.7076460021,42,1213,74,1,1624,1061,116,SSH-Bruteforce,0.5926032110091743,1
2018-02-14 02:44:00,2732,3294240.8982430454,16440321.413034348,27470,25873,2296818,3950818,45156.29621474666,125657.75576149614,808017.3137464337,20,1228,48,3,1288,1089,122,SSH-Bruteforce,0.7543923865300146,1
2018-02-14 02:45:00,2617,2571785.815437524,13107405.196125422,27475,30548,2212802,11475051,30060.617438594894,133397.558811538,1100483.0899103268,20,1296,33,2,1246,1133,196,SSH-Bruteforce,0.7883072220099351,1
2018-02-14 02:46:00,2850,4173249.030877193,19082546.373681795,29209,27984,2333469,6030605,124250.80390952749,130720.61794554938,874746.8909103698,58,1275,46,7,1335,1088,160,SSH-Bruteforce,0.7259649122807017,1
2018-02-14 02:47:00,2343,1473065.9428083654,9272275.606430288,25671,25379,2120715,4755623,44430.4204626059,143731.87315718542,808234.5998660937,10,1127,35,1,1180,1055,52,SSH-Bruteforce,0.8847631241997439,1
2018-02-14 02:48:00,2703,3329771.5153533113,16826755.96588735,28017,27417,2251238,5898906,59592.85780498843,127686.24413403575,786923.7093469013,38,1242,41,2,1298,1075,127,SSH-Bruteforce,0.7624861265260822,1
2018-02-14 02:49:00,2614,2645364.0321346596,14374208.30398681,27697,26632,2280766,4755523,18306.44430049903,126109.52302903525,701779.5041385114,2,1133,82,2,1333,1038,59,SSH-Bruteforce,0.787681713848508,1
2018-02-14 02:50:00,2977,4997555.689284515,21399491.469242502,29068,27683,2339537,4560052,55077.16986970442,114463.85247022248,779681.0039900482,15,1234,49,1,1400,1067,113,SSH-Bruteforce,0.6886126973463218,1
2018-02-14 02:51:00,2898,3739238.914768806,17919576.591546025,29553,29130,2360298,7649219,142929.3828625837,124215.70065349108,739784.5602059335,46,1206,67,14,1342,1060,91,SSH-Bruteforce,0.7139406487232575,1
2018-02-14 02:52:00,2654,2260440.788997739,12594877.454839544,27033,25488,2243858,3423859,24221.882746758663,125087.74765066378,692215.8655313117,5,1207,91,0,1291,1081,103,SSH-Bruteforce,0.7780708364732479,1
2018-02-14 02:53:00,2690,2858341.427881041,15477929.046373332,27204,25806,2198243,4011031,101498.9696585739,131397.3869182258,806183.4889850063,28,1238,45,3,1294,1063,86,SSH-Bruteforce,0.7669144981412639,1
2018-02-14 02:54:00,2994,2394085.8583834334,13758861.907713862,29218,28529,2300250,6211791,115495.52811824149,116589.70665313299,613106.1296652745,31,1319,50,3,1413,1081,105,SSH-Bruteforce,0.6960587842351369,1
2018-02-14 02:55:00,2833,3511271.0218849275,16960777.104443997,27756,26135,2269791,3715996,32405.70691865718,117657.0547081659,672516.8671483725,6,1209,48,1,1349,1069,103,SSH-Bruteforce,0.7257324391104836,1
2018-02-14 02:56:00,2491,2213685.383781614,12837788.218972983,26058,24565,2150268,3131243,16811.612668461774,139930.07579442958,848802.3120914358,9,1177,31,2,1223,1075,102,SSH-Bruteforce,0.8269771176234444,1
2018-02-14 02:57:00,2847,3480232.047418335,17363974.8229965,28516,27443,2305444,5198894,56582.37911646974,121695.67746139708,657850.9084404862,34,1189,55,2,1345,1061,99,SSH-Bruteforce,0.7277836318932209,1
2018-02-14 02:58:00,2720,3297158.49375,16552258.999811305,30123,31690,2282851,11649462,156469.28428515146,129910.55361981076,688659.4339799159,29,1197,44,10,1343,1056,93,SSH-Bruteforce,0.7595588235294117,1
2018-02-14 02:59:00,2636,2601006.4939301973,14047046.820870982,27483,27562,2320402,6071953,22943.51410859508,127902.49783338683,823291.2608316744,11,1162,59,2,1298,1074,80,SSH-Bruteforce,0.7879362670713201,1
2018-02-14 03:00:00,2558,1601740.7842064113,9749472.251411797,26437,24763,2223748,3088293,135706.24762268504,137520.63595701772,623017.2096514166,27,1221,56,4,1279,1066,88,SSH-Bruteforce,0.8053166536356529,1
2018-02-14 03:01:00,2509,1868331.1666002392,11246615.883337196,26552,24975,2231366,3216281,39218.20115730342,135944.33450596494,681684.1553346618,23,1168,40,3,1272,1065,92,SSH-Bruteforce,0.8254284575528099,1
2018-02-14 03:02:00,3080,5361297.346103896,21522339.40379903,31140,32241,2450824,9881982,38389.73454718397,107905.79639069532,813565.2102965768,27,1170,72,2,1459,1052,93,SSH-Bruteforce,0.6717532467532468,1
2018-02-14 03:03:00,2790,4588314.384229391,20220520.129117828,29867,35091,2343197,15916085,51369.57545218437,123423.19956687595,713968.8911956167,6,1165,39,2,1345,1065,86,SSH-Bruteforce,0.7401433691756273,1
2018-02-14 03:04:00,2622,2830637.9828375285,14679885.148185767,27214,25673,2272491,3893428,31022.25144753399,132887.29738443447,789394.2663096205,19,1223,54,1,1272,1083,125,SSH-Bruteforce,0.7852784134248665,1
2018-02-14 03:05:00,3334,4193960.2606478706,16545807.870834013,32151,35643,2529109,15038906,91617.05999264668,109275.50723629596,682388.6349846714,74,1323,53,8,1475,1085,152,SSH-Bruteforce,0.6199760047990401,1
2018-02-14 03:06:00,2425,1633431.1212371134,10111964.161800772,26028,24391,2149173,2977422,10168.264092964817,137583.91095373477,732465.2297156716,3,1146,25,1,1213,1058,70,SSH-Bruteforce,0.8548453608247423,1
2018-02-14 03:07:00,3011,4257310.294586516,17697036.563785885,29004,27563,2361966,4667913,90664.84478384422,117041.03423687062,742160.8090761963,25,1174,31,3,1409,1054,81,SSH-Bruteforce,0.6858186648953836,1
2018-02-14 03:08:00,2515,1611666.6588469185,10263364.161312925,26265,24677,2176675,3042520,35910.8979712872,130917.01193133453,720795.9070981399,0,1172,14,0,1287,1050,62,SSH-Bruteforce,0.8182902584493041,1
2018-02-14 03:09:00,2940,3674574.5462585036,17639367.913805395,28430,26859,2336177,3894347,77125.02951525465,116482.57479738146,649153.7640677085,12,1242,26,2,1467,1052,74,SSH-Bruteforce,0.7027210884353742,1
2018-02-14 03:10:00,3060,4432678.232679739,19761706.694997955,30369,31486,2470350,9482320,45385.6866203921,111506.19301433869,765993.536332258,23,1267,32,4,1483,1060,96,SSH-Bruteforce,0.6728758169934641,1
2018-02-14 03:11:00,2750,3856011.211272727,18470453.87775696,28194,27074,2221953,5495366,75806.97707984931,130568.99170894753,701047.0122943101,39,1247,31,5,1283,1076,125,SSH-Bruteforce,0.7538181818181818,1
2018-02-14 03:12:00,2640,3204398.4647727273,16196595.273814138,28002,27088,2259063,5872431,28989.617817517646,129329.13744177143,732973.8196385244,5,1191,44,3,1281,1068,118,SSH-Bruteforce,0.7787878787878788,1
